x,y,z
1.25,2.44E+14,2.15E+13
1.25,2.44E+14,2.13E+13
1.25,2.44E+14,2.11E+13
1.25,2.44E+14,2.09E+13
1.25,2.44E+14,2.08E+13
1.25,2.44E+14,2.06E+13
1.25,2.44E+14,2.04E+13
1.25,2.44E+14,2.02E+13
1.25,2.44E+14,2.01E+13
1.25,2.44E+14,1.99E+13
1.25,2.44E+14,1.97E+13
1.25,2.44E+14,1.96E+13
1.25,2.44E+14,1.94E+13
1.25,2.44E+14,1.93E+13
1.25,2.44E+14,1.91E+13
1.25,2.44E+14,1.90E+13
1.25,2.44E+14,1.88E+13
1.25,2.44E+14,1.87E+13
1.25,2.44E+14,1.85E+13
1.25,2.44E+14,1.84E+13
1.25,2.44E+14,1.82E+13
1.25,2.44E+14,1.81E+13
1.25,2.44E+14,1.79E+13
1.25,2.44E+14,1.78E+13
1.25,2.44E+14,1.77E+13
1.25,2.44E+14,1.75E+13
1.25,2.44E+14,1.74E+13
1.25,2.44E+14,1.73E+13
1.25,2.44E+14,1.71E+13
1.25,2.44E+14,1.70E+13
1.25,2.44E+14,1.69E+13
1.25,2.44E+14,1.67E+13
1.25,2.44E+14,1.66E+13
1.25,2.44E+14,1.65E+13
1.25,2.44E+14,1.64E+13
1.25,2.44E+14,1.62E+13
1.25,2.44E+14,1.61E+13
1.25,2.44E+14,1.60E+13
1.25,2.44E+14,1.59E+13
1.25,2.44E+14,1.58E+13
1.25,2.44E+14,1.57E+13
1.25,2.44E+14,1.56E+13
1.25,2.44E+14,1.54E+13
1.25,2.44E+14,1.53E+13
1.25,2.44E+14,1.52E+13
1.25,2.44E+14,1.51E+13
1.25,2.44E+14,1.50E+13
1.25,2.44E+14,1.49E+13
1.25,2.44E+14,1.48E+13
1.25,2.44E+14,1.47E+13
1.25,2.44E+14,1.46E+13
1.25,2.44E+14,1.45E+13
1.25,2.44E+14,1.44E+13
1.25,2.44E+14,1.43E+13
1.25,2.44E+14,1.42E+13
1.25,2.44E+14,1.41E+13
1.25,2.44E+14,1.40E+13
1.25,2.44E+14,1.39E+13
1.25,2.44E+14,1.38E+13
1.25,2.44E+14,1.37E+13
1.25,2.44E+14,1.36E+13
1.25,2.44E+14,1.36E+13
1.25,2.44E+14,1.35E+13
1.25,2.44E+14,1.34E+13
1.25,2.44E+14,1.33E+13
1.25,2.45E+14,1.32E+13
1.25,2.45E+14,1.31E+13
1.25,2.45E+14,1.30E+13
1.25,2.45E+14,1.30E+13
1.25,2.45E+14,1.29E+13
1.25,2.45E+14,1.28E+13
1.25,2.45E+14,1.27E+13
1.25,2.45E+14,1.26E+13
1.25,2.45E+14,1.26E+13
1.25,2.45E+14,1.25E+13
1.25,2.45E+14,1.24E+13
1.25,2.45E+14,1.23E+13
1.25,2.45E+14,1.23E+13
1.25,2.45E+14,1.22E+13
1.25,2.45E+14,1.21E+13
1.25,2.45E+14,1.20E+13
1.25,2.45E+14,1.20E+13
1.25,2.45E+14,1.19E+13
1.25,2.45E+14,1.18E+13
1.25,2.45E+14,1.17E+13
1.25,2.45E+14,1.17E+13
1.25,2.45E+14,1.16E+13
1.25,2.45E+14,1.15E+13
1.25,2.45E+14,1.15E+13
1.25,2.45E+14,1.14E+13
1.25,2.45E+14,1.13E+13
1.25,2.45E+14,1.13E+13
1.25,2.45E+14,1.12E+13
1.25,2.45E+14,1.11E+13
1.25,2.45E+14,1.11E+13
1.25,2.45E+14,1.10E+13
1.25,2.45E+14,1.10E+13
1.25,2.45E+14,1.09E+13
1.25,2.45E+14,1.08E+13
1.25,2.45E+14,1.08E+13
1.25,2.45E+14,1.07E+13
1.25,2.45E+14,1.07E+13
1.25,2.45E+14,1.06E+13
1.25,2.45E+14,1.05E+13
1.25,2.45E+14,1.05E+13
1.25,2.45E+14,1.04E+13
1.25,2.45E+14,1.04E+13
1.25,2.45E+14,1.03E+13
1.25,2.45E+14,1.03E+13
1.25,2.45E+14,1.02E+13
1.25,2.45E+14,1.01E+13
1.25,2.45E+14,1.01E+13
1.25,2.45E+14,1.00E+13
1.25,2.45E+14,9.98E+12
1.25,2.45E+14,9.93E+12
1.25,2.45E+14,9.88E+12
1.25,2.45E+14,9.83E+12
1.25,2.45E+14,9.78E+12
1.25,2.45E+14,9.73E+12
1.25,2.45E+14,9.68E+12
1.25,2.45E+14,9.63E+12
1.25,2.45E+14,9.58E+12
1.25,2.45E+14,9.53E+12
1.25,2.45E+14,9.48E+12
1.25,2.45E+14,9.43E+12
1.25,2.45E+14,9.39E+12
1.25,2.45E+14,9.34E+12
1.25,2.45E+14,9.29E+12
1.25,2.45E+14,9.25E+12
1.25,2.45E+14,9.20E+12
1.25,2.45E+14,9.16E+12
1.25,2.45E+14,9.11E+12
1.25,2.45E+14,9.07E+12
1.25,2.45E+14,9.02E+12
1.25,2.45E+14,8.98E+12
1.25,2.45E+14,8.93E+12
1.25,2.45E+14,8.89E+12
1.25,2.45E+14,8.85E+12
1.25,2.45E+14,8.81E+12
1.25,2.45E+14,8.76E+12
1.25,2.45E+14,8.72E+12
1.25,2.45E+14,8.68E+12
1.25,2.45E+14,8.64E+12
1.25,2.45E+14,8.60E+12
1.25,2.45E+14,8.56E+12
1.25,2.45E+14,8.52E+12
1.25,2.45E+14,8.48E+12
1.25,2.45E+14,8.44E+12
1.25,2.45E+14,8.40E+12
1.25,2.45E+14,8.36E+12
1.25,2.45E+14,8.33E+12
1.25,2.45E+14,8.29E+12
1.25,2.45E+14,8.25E+12
1.25,2.45E+14,8.21E+12
1.25,2.45E+14,8.17E+12
1.25,2.45E+14,8.14E+12
1.25,2.45E+14,8.10E+12
1.25,2.45E+14,8.07E+12
1.25,2.45E+14,8.03E+12
1.25,2.45E+14,7.99E+12
1.25,2.45E+14,7.96E+12
1.25,2.45E+14,7.92E+12
1.25,2.45E+14,7.89E+12
1.25,2.45E+14,7.85E+12
1.25,2.45E+14,7.82E+12
1.25,2.45E+14,7.79E+12
1.25,2.45E+14,7.75E+12
1.25,2.45E+14,7.72E+12
1.25,2.45E+14,7.69E+12
1.25,2.45E+14,7.65E+12
1.25,2.45E+14,7.62E+12
1.25,2.45E+14,7.59E+12
1.25,2.45E+14,7.56E+12
1.25,2.45E+14,7.52E+12
1.25,2.45E+14,7.49E+12
1.25,2.45E+14,7.46E+12
1.25,2.45E+14,7.43E+12
1.25,2.45E+14,7.40E+12
1.25,2.45E+14,7.37E+12
1.25,2.45E+14,7.34E+12
1.25,2.45E+14,7.31E+12
1.25,2.45E+14,7.28E+12
1.25,2.45E+14,7.25E+12
1.25,2.45E+14,7.22E+12
1.25,2.45E+14,7.19E+12
1.25,2.45E+14,7.16E+12
1.25,2.45E+14,7.13E+12
1.25,2.45E+14,7.10E+12
1.25,2.45E+14,7.07E+12
1.25,2.45E+14,7.04E+12
1.25,2.45E+14,7.02E+12
1.25,2.45E+14,6.99E+12
1.25,2.45E+14,6.96E+12
1.25,2.45E+14,6.93E+12
1.25,2.45E+14,6.91E+12
1.25,2.45E+14,6.88E+12
1.25,2.45E+14,6.85E+12
1.25,2.45E+14,6.82E+12
1.25,2.45E+14,6.80E+12
1.25,2.45E+14,6.77E+12
1.25,2.45E+14,6.75E+12
1.25,2.45E+14,6.72E+12
1.25,2.45E+14,6.69E+12
1.25,2.45E+14,6.67E+12
1.25,2.45E+14,6.64E+12
1.25,2.45E+14,6.62E+12
1.25,2.45E+14,6.59E+12
1.25,2.45E+14,6.57E+12
1.25,2.45E+14,6.54E+12
1.25,2.45E+14,6.52E+12
1.25,2.45E+14,6.49E+12
1.25,2.45E+14,6.47E+12
1.25,2.45E+14,6.44E+12
1.25,2.45E+14,6.42E+12
1.25,2.45E+14,6.40E+12
1.25,2.45E+14,6.37E+12
1.25,2.45E+14,6.35E+12
1.25,2.45E+14,6.33E+12
1.25,2.45E+14,6.30E+12
1.25,2.45E+14,6.28E+12
1.25,2.45E+14,6.26E+12
1.25,2.45E+14,6.23E+12
1.25,2.45E+14,6.21E+12
1.25,2.45E+14,6.19E+12
1.25,2.45E+14,6.17E+12
1.25,2.45E+14,6.14E+12
1.25,2.45E+14,6.12E+12
1.25,2.45E+14,6.10E+12
1.25,2.45E+14,6.08E+12
1.25,2.45E+14,6.06E+12
1.25,2.45E+14,6.03E+12
1.25,2.45E+14,6.01E+12
1.25,2.45E+14,5.99E+12
1.25,2.45E+14,5.97E+12
1.25,2.45E+14,5.95E+12
1.25,2.45E+14,5.93E+12
1.25,2.45E+14,5.91E+12
1.25,2.45E+14,5.89E+12
1.25,2.45E+14,5.87E+12
1.25,2.45E+14,5.85E+12
1.25,2.45E+14,5.83E+12
1.25,2.45E+14,5.81E+12
1.25,2.45E+14,5.79E+12
1.25,2.45E+14,5.77E+12
1.25,2.45E+14,5.75E+12
1.25,2.45E+14,5.73E+12
1.25,2.45E+14,5.71E+12
1.25,2.45E+14,5.69E+12
1.25,2.45E+14,5.67E+12
1.25,2.45E+14,5.65E+12
1.25,2.45E+14,5.63E+12
1.25,2.45E+14,5.61E+12
1.25,2.45E+14,5.59E+12
1.25,2.45E+14,5.58E+12
1.25,2.45E+14,5.56E+12
1.25,2.45E+14,5.54E+12
1.25,2.45E+14,5.52E+12
1.25,2.45E+14,5.50E+12
1.25,2.45E+14,5.48E+12
1.25,2.45E+14,5.47E+12
1.25,2.45E+14,5.45E+12
1.25,2.45E+14,5.43E+12
1.25,2.45E+14,5.41E+12
1.25,2.45E+14,5.39E+12
1.25,2.45E+14,5.38E+12
1.25,2.45E+14,5.36E+12
1.25,2.45E+14,5.34E+12
1.25,2.45E+14,5.32E+12
1.25,2.45E+14,5.31E+12
1.25,2.45E+14,5.29E+12
1.25,2.45E+14,5.27E+12
1.25,2.45E+14,5.26E+12
1.25,2.45E+14,5.24E+12
1.25,2.45E+14,5.22E+12
1.25,2.45E+14,5.21E+12
1.25,2.45E+14,5.19E+12
1.25,2.45E+14,5.17E+12
1.25,2.45E+14,5.16E+12
1.25,2.45E+14,5.14E+12
1.25,2.45E+14,5.13E+12
1.25,2.45E+14,5.11E+12
1.25,2.45E+14,5.09E+12
1.25,2.45E+14,5.08E+12
1.25,2.45E+14,5.06E+12
1.25,2.45E+14,5.05E+12
1.25,2.45E+14,5.03E+12
1.25,2.45E+14,5.02E+12
1.25,2.45E+14,5.00E+12
1.25,2.45E+14,4.98E+12
1.25,2.45E+14,4.97E+12
1.25,2.45E+14,4.95E+12
1.25,2.45E+14,4.94E+12
1.25,2.45E+14,4.92E+12
1.25,2.45E+14,4.91E+12
1.25,2.45E+14,4.89E+12
1.25,2.45E+14,4.88E+12
1.25,2.45E+14,4.86E+12
1.25,2.45E+14,4.85E+12
1.25,2.45E+14,4.84E+12
1.25,2.45E+14,4.82E+12
1.25,2.45E+14,4.81E+12
1.25,2.45E+14,4.79E+12
1.25,2.45E+14,4.78E+12
1.25,2.45E+14,4.76E+12
1.25,2.45E+14,4.75E+12
1.25,2.45E+14,4.74E+12
1.25,2.45E+14,4.72E+12
1.25,2.45E+14,4.71E+12
1.25,2.45E+14,4.69E+12
1.25,2.45E+14,4.68E+12
1.25,2.45E+14,4.67E+12
1.25,2.45E+14,4.65E+12
1.25,2.45E+14,4.64E+12
1.25,2.45E+14,4.63E+12
1.25,2.45E+14,4.61E+12
1.25,2.45E+14,4.60E+12
1.25,2.45E+14,4.59E+12
1.25,2.45E+14,4.57E+12
1.25,2.45E+14,4.56E+12
1.25,2.45E+14,4.55E+12
1.25,2.45E+14,4.53E+12
1.25,2.45E+14,4.52E+12
1.25,2.45E+14,4.51E+12
1.25,2.45E+14,4.50E+12
1.25,2.45E+14,4.48E+12
1.25,2.45E+14,4.47E+12
1.25,2.45E+14,4.46E+12
1.25,2.45E+14,4.45E+12
1.25,2.45E+14,4.43E+12
1.25,2.45E+14,4.42E+12
1.25,2.45E+14,4.41E+12
1.25,2.45E+14,4.40E+12
1.25,2.45E+14,4.38E+12
1.25,2.45E+14,4.37E+12
1.25,2.45E+14,4.36E+12
1.25,2.46E+14,4.35E+12
1.25,2.46E+14,4.33E+12
1.25,2.46E+14,4.32E+12
1.25,2.46E+14,4.31E+12
1.25,2.46E+14,4.30E+12
1.25,2.46E+14,4.29E+12
1.25,2.46E+14,4.28E+12
1.25,2.46E+14,4.26E+12
1.25,2.46E+14,4.25E+12
1.25,2.46E+14,4.24E+12
1.25,2.46E+14,4.23E+12
1.25,2.46E+14,4.22E+12
1.25,2.46E+14,4.21E+12
1.25,2.46E+14,4.19E+12
1.25,2.46E+14,4.18E+12
1.25,2.46E+14,4.17E+12
1.25,2.46E+14,4.16E+12
1.25,2.46E+14,4.15E+12
1.25,2.46E+14,4.14E+12
1.25,2.46E+14,4.13E+12
1.25,2.46E+14,4.12E+12
1.25,2.46E+14,4.11E+12
1.25,2.46E+14,4.10E+12
1.25,2.46E+14,4.08E+12
1.25,2.46E+14,4.07E+12
1.25,2.46E+14,4.06E+12
1.25,2.46E+14,4.05E+12
1.25,2.46E+14,4.04E+12
1.25,2.46E+14,4.03E+12
1.25,2.46E+14,4.02E+12
1.25,2.46E+14,4.01E+12
1.25,2.46E+14,4.00E+12
1.25,2.46E+14,3.99E+12
1.25,2.46E+14,3.98E+12
1.25,2.46E+14,3.97E+12
1.25,2.46E+14,3.96E+12
1.25,2.46E+14,3.95E+12
1.25,2.46E+14,3.94E+12
1.25,2.46E+14,3.93E+12
1.25,2.46E+14,3.92E+12
1.25,2.46E+14,3.91E+12
1.25,2.46E+14,3.90E+12
1.25,2.46E+14,3.89E+12
1.25,2.46E+14,3.88E+12
1.25,2.46E+14,3.87E+12
1.25,2.46E+14,3.86E+12
1.25,2.46E+14,3.85E+12
1.25,2.46E+14,3.84E+12
1.25,2.46E+14,3.83E+12
1.25,2.46E+14,3.82E+12
1.25,2.46E+14,3.81E+12
1.25,2.46E+14,3.80E+12
1.25,2.46E+14,3.79E+12
1.25,2.46E+14,3.78E+12
1.25,2.46E+14,3.77E+12
1.25,2.46E+14,3.76E+12
1.25,2.46E+14,3.75E+12
1.25,2.46E+14,3.74E+12
1.25,2.46E+14,3.73E+12
1.25,2.46E+14,3.72E+12
1.25,2.46E+14,3.72E+12
1.25,2.46E+14,3.71E+12
1.25,2.46E+14,3.70E+12
1.25,2.46E+14,3.69E+12
1.25,2.46E+14,3.68E+12
1.25,2.46E+14,3.67E+12
1.25,2.46E+14,3.66E+12
1.25,2.46E+14,3.65E+12
1.25,2.46E+14,3.64E+12
1.25,2.46E+14,3.63E+12
1.25,2.46E+14,3.63E+12
1.25,2.46E+14,3.62E+12
1.25,2.46E+14,3.61E+12
1.25,2.46E+14,3.60E+12
1.25,2.46E+14,3.59E+12
1.25,2.46E+14,3.58E+12
1.25,2.46E+14,3.57E+12
1.25,2.46E+14,3.56E+12
1.25,2.46E+14,3.56E+12
1.25,2.46E+14,3.55E+12
1.25,2.46E+14,3.54E+12
1.25,2.46E+14,3.53E+12
1.25,2.46E+14,3.52E+12
1.25,2.46E+14,3.51E+12
1.25,2.46E+14,3.51E+12
1.25,2.46E+14,3.50E+12
1.25,2.46E+14,3.49E+12
1.25,2.46E+14,3.48E+12
1.25,2.46E+14,3.47E+12
1.25,2.46E+14,3.46E+12
1.25,2.46E+14,3.46E+12
1.25,2.46E+14,3.45E+12
1.25,2.46E+14,3.44E+12
1.25,2.46E+14,3.43E+12
1.25,2.46E+14,3.42E+12
1.25,2.46E+14,3.42E+12
1.25,2.46E+14,3.41E+12
1.25,2.46E+14,3.40E+12
1.25,2.46E+14,3.39E+12
1.25,2.46E+14,3.38E+12
1.25,2.46E+14,3.38E+12
1.25,2.46E+14,3.37E+12
1.25,2.46E+14,3.36E+12
1.25,2.46E+14,3.35E+12
1.25,2.46E+14,3.34E+12
1.25,2.46E+14,3.34E+12
1.25,2.46E+14,3.33E+12
1.25,2.46E+14,3.32E+12
1.25,2.46E+14,3.31E+12
1.25,2.46E+14,3.31E+12
1.25,2.46E+14,3.30E+12
1.25,2.46E+14,3.29E+12
1.25,2.46E+14,3.28E+12
1.25,2.46E+14,3.28E+12
1.25,2.46E+14,3.27E+12
1.25,2.46E+14,3.26E+12
1.25,2.46E+14,3.25E+12
1.25,2.46E+14,3.25E+12
1.25,2.46E+14,3.24E+12
1.25,2.46E+14,3.23E+12
1.25,2.46E+14,3.23E+12
1.25,2.46E+14,3.22E+12
1.25,2.46E+14,3.21E+12
1.25,2.46E+14,3.20E+12
1.25,2.46E+14,3.20E+12
1.25,2.46E+14,3.19E+12
1.25,2.46E+14,3.18E+12
1.25,2.46E+14,3.18E+12
1.25,2.46E+14,3.17E+12
1.25,2.46E+14,3.16E+12
1.25,2.46E+14,3.15E+12
1.25,2.46E+14,3.15E+12
1.25,2.46E+14,3.14E+12
1.25,2.46E+14,3.13E+12
1.25,2.46E+14,3.13E+12
1.25,2.46E+14,3.12E+12
1.25,2.46E+14,3.11E+12
1.25,2.46E+14,3.11E+12
1.25,2.46E+14,3.10E+12
1.25,2.46E+14,3.09E+12
1.25,2.46E+14,3.09E+12
1.25,2.46E+14,3.08E+12
1.25,2.46E+14,3.07E+12
1.25,2.46E+14,3.07E+12
1.25,2.46E+14,3.06E+12
1.25,2.46E+14,3.05E+12
1.25,2.46E+14,3.05E+12
1.25,2.46E+14,3.04E+12
1.25,2.46E+14,3.03E+12
1.25,2.46E+14,3.03E+12
1.25,2.46E+14,3.02E+12
1.25,2.46E+14,3.01E+12
1.25,2.46E+14,3.01E+12
1.25,2.46E+14,3.00E+12
1.25,2.46E+14,2.99E+12
1.25,2.46E+14,2.99E+12
1.25,2.46E+14,2.98E+12
1.25,2.46E+14,2.98E+12
1.25,2.46E+14,2.97E+12
1.25,2.46E+14,2.96E+12
1.25,2.46E+14,2.96E+12
1.25,2.46E+14,2.95E+12
1.25,2.46E+14,2.94E+12
1.25,2.46E+14,2.94E+12
1.25,2.46E+14,2.93E+12
1.25,2.46E+14,2.93E+12
1.25,2.46E+14,2.92E+12
1.25,2.46E+14,2.91E+12
1.25,2.46E+14,2.91E+12
1.25,2.46E+14,2.90E+12
1.25,2.46E+14,2.90E+12
1.25,2.46E+14,2.89E+12
1.25,2.46E+14,2.88E+12
1.25,2.46E+14,2.88E+12
1.25,2.46E+14,2.87E+12
1.25,2.46E+14,2.87E+12
1.25,2.46E+14,2.86E+12
1.25,2.46E+14,2.85E+12
1.25,2.46E+14,2.85E+12
1.25,2.46E+14,2.84E+12
1.25,2.46E+14,2.84E+12
1.25,2.46E+14,2.83E+12
1.25,2.46E+14,2.82E+12
1.25,2.46E+14,2.82E+12
1.25,2.46E+14,2.81E+12
1.25,2.46E+14,2.81E+12
1.25,2.46E+14,2.80E+12
1.25,2.46E+14,2.80E+12
1.25,2.46E+14,2.79E+12
1.25,2.46E+14,2.78E+12
1.25,2.46E+14,2.78E+12
1.25,2.46E+14,2.77E+12
1.25,2.46E+14,2.77E+12
1.25,2.46E+14,2.76E+12
1.25,2.46E+14,2.76E+12
1.25,2.46E+14,2.75E+12
1.25,2.46E+14,2.75E+12
1.25,2.46E+14,2.74E+12
1.25,2.46E+14,2.73E+12
1.25,2.46E+14,2.73E+12
1.25,2.46E+14,2.72E+12
1.25,2.46E+14,2.72E+12
1.25,2.46E+14,2.71E+12
1.25,2.46E+14,2.71E+12
1.25,2.46E+14,2.70E+12
1.25,2.46E+14,2.70E+12
1.25,2.46E+14,2.69E+12
1.25,2.46E+14,2.69E+12
1.25,2.46E+14,2.68E+12
1.25,2.46E+14,2.68E+12
1.25,2.46E+14,2.67E+12
1.25,2.46E+14,2.66E+12
1.25,2.46E+14,2.66E+12
1.25,2.46E+14,2.65E+12
1.25,2.46E+14,2.65E+12
1.25,2.46E+14,2.64E+12
1.25,2.46E+14,2.64E+12
1.25,2.46E+14,2.63E+12
1.25,2.46E+14,2.63E+12
1.25,2.46E+14,2.62E+12
1.25,2.46E+14,2.62E+12
1.25,2.46E+14,2.61E+12
1.25,2.46E+14,2.61E+12
1.25,2.46E+14,2.60E+12
1.25,2.46E+14,2.60E+12
1.25,2.46E+14,2.59E+12
1.25,2.46E+14,2.59E+12
1.25,2.46E+14,2.58E+12
1.25,2.46E+14,2.58E+12
1.25,2.46E+14,2.57E+12
1.25,2.46E+14,2.57E+12
1.25,2.46E+14,2.56E+12
1.25,2.46E+14,2.56E+12
1.25,2.46E+14,2.55E+12
1.25,2.46E+14,2.55E+12
1.25,2.46E+14,2.54E+12
1.25,2.46E+14,2.54E+12
1.25,2.46E+14,2.53E+12
1.25,2.46E+14,2.53E+12
1.25,2.46E+14,2.52E+12
1.25,2.46E+14,2.52E+12
1.25,2.46E+14,2.51E+12
1.25,2.46E+14,2.51E+12
1.25,2.46E+14,2.51E+12
1.25,2.46E+14,2.50E+12
1.25,2.46E+14,2.50E+12
1.25,2.46E+14,2.49E+12
1.25,2.46E+14,2.49E+12
1.25,2.46E+14,2.48E+12
1.25,2.46E+14,2.48E+12
1.25,2.46E+14,2.47E+12
1.25,2.46E+14,2.47E+12
1.25,2.46E+14,2.46E+12
1.25,2.46E+14,2.46E+12
1.25,2.46E+14,2.45E+12
1.25,2.46E+14,2.45E+12
1.25,2.46E+14,2.44E+12
1.25,2.46E+14,2.44E+12
1.25,2.46E+14,2.44E+12
1.25,2.46E+14,2.43E+12
1.25,2.46E+14,2.43E+12
1.25,2.46E+14,2.42E+12
1.25,2.46E+14,2.42E+12
1.25,2.46E+14,2.41E+12
1.25,2.46E+14,2.41E+12
1.25,2.46E+14,2.40E+12
1.25,2.46E+14,2.40E+12
1.25,2.46E+14,2.40E+12
1.25,2.46E+14,2.39E+12
1.25,2.46E+14,2.39E+12
1.25,2.46E+14,2.38E+12
1.25,2.46E+14,2.38E+12
1.25,2.46E+14,2.37E+12
1.25,2.46E+14,2.37E+12
1.5,6.90E+12,1.35E+16
1.5,1.36E+13,1.31E+16
1.5,2.00E+13,1.27E+16
1.5,2.63E+13,1.23E+16
1.5,3.23E+13,1.19E+16
1.5,3.82E+13,1.15E+16
1.5,4.38E+13,1.11E+16
1.5,4.93E+13,1.08E+16
1.5,5.46E+13,1.05E+16
1.5,5.98E+13,1.02E+16
1.5,6.48E+13,9.89E+15
1.5,6.97E+13,9.61E+15
1.5,7.44E+13,9.35E+15
1.5,7.90E+13,9.09E+15
1.5,8.35E+13,8.85E+15
1.5,8.79E+13,8.61E+15
1.5,9.21E+13,8.39E+15
1.5,9.62E+13,8.17E+15
1.5,1.00E+14,7.96E+15
1.5,1.04E+14,7.76E+15
1.5,1.08E+14,7.56E+15
1.5,1.12E+14,7.37E+15
1.5,1.15E+14,7.19E+15
1.5,1.19E+14,7.02E+15
1.5,1.22E+14,6.84E+15
1.5,1.26E+14,6.68E+15
1.5,1.29E+14,6.52E+15
1.5,1.32E+14,6.36E+15
1.5,1.35E+14,6.21E+15
1.5,1.39E+14,6.07E+15
1.5,1.42E+14,5.93E+15
1.5,1.44E+14,5.79E+15
1.5,1.47E+14,5.66E+15
1.5,1.50E+14,5.53E+15
1.5,1.53E+14,5.41E+15
1.5,1.56E+14,5.28E+15
1.5,1.58E+14,5.17E+15
1.5,1.61E+14,5.05E+15
1.5,1.63E+14,4.94E+15
1.5,1.66E+14,4.83E+15
1.5,1.68E+14,4.73E+15
1.5,1.70E+14,4.63E+15
1.5,1.73E+14,4.53E+15
1.5,1.75E+14,4.43E+15
1.5,1.77E+14,4.34E+15
1.5,1.79E+14,4.25E+15
1.5,1.81E+14,4.16E+15
1.5,1.83E+14,4.07E+15
1.5,1.85E+14,3.99E+15
1.5,1.87E+14,3.91E+15
1.5,1.89E+14,3.83E+15
1.5,1.91E+14,3.75E+15
1.5,1.93E+14,3.68E+15
1.5,1.95E+14,3.60E+15
1.5,1.97E+14,3.53E+15
1.5,1.98E+14,3.46E+15
1.5,2.00E+14,3.39E+15
1.5,2.02E+14,3.32E+15
1.5,2.03E+14,3.26E+15
1.5,2.05E+14,3.20E+15
1.5,2.07E+14,3.13E+15
1.5,2.08E+14,3.07E+15
1.5,2.10E+14,3.02E+15
1.5,2.11E+14,2.96E+15
1.5,2.13E+14,2.90E+15
1.5,2.14E+14,2.85E+15
1.5,2.16E+14,2.79E+15
1.5,2.17E+14,2.74E+15
1.5,2.18E+14,2.69E+15
1.5,2.20E+14,2.64E+15
1.5,2.21E+14,2.59E+15
1.5,2.22E+14,2.54E+15
1.5,2.23E+14,2.50E+15
1.5,2.25E+14,2.45E+15
1.5,2.26E+14,2.40E+15
1.5,2.27E+14,2.36E+15
1.5,2.28E+14,2.32E+15
1.5,2.29E+14,2.28E+15
1.5,2.31E+14,2.23E+15
1.5,2.32E+14,2.19E+15
1.5,2.33E+14,2.15E+15
1.5,2.34E+14,2.12E+15
1.5,2.35E+14,2.08E+15
1.5,2.36E+14,2.04E+15
1.5,2.37E+14,2.01E+15
1.5,2.38E+14,1.97E+15
1.5,2.39E+14,1.93E+15
1.5,2.40E+14,1.90E+15
1.5,2.41E+14,1.87E+15
1.5,2.42E+14,1.83E+15
1.5,2.43E+14,1.80E+15
1.5,2.44E+14,1.77E+15
1.5,2.44E+14,1.74E+15
1.5,2.45E+14,1.71E+15
1.5,2.46E+14,1.68E+15
1.5,2.47E+14,1.65E+15
1.5,2.48E+14,1.62E+15
1.5,2.49E+14,1.59E+15
1.5,2.49E+14,1.57E+15
1.5,2.50E+14,1.54E+15
1.5,2.51E+14,1.51E+15
1.5,2.52E+14,1.49E+15
1.5,2.52E+14,1.46E+15
1.5,2.53E+14,1.44E+15
1.5,2.54E+14,1.41E+15
1.5,2.55E+14,1.39E+15
1.5,2.55E+14,1.37E+15
1.5,2.56E+14,1.34E+15
1.5,2.57E+14,1.32E+15
1.5,2.57E+14,1.30E+15
1.5,2.58E+14,1.28E+15
1.5,2.58E+14,1.25E+15
1.5,2.59E+14,1.23E+15
1.5,2.60E+14,1.21E+15
1.5,2.60E+14,1.19E+15
1.5,2.61E+14,1.17E+15
1.5,2.61E+14,1.15E+15
1.5,2.62E+14,1.13E+15
1.5,2.63E+14,1.11E+15
1.5,2.63E+14,1.10E+15
1.5,2.64E+14,1.08E+15
1.5,2.64E+14,1.06E+15
1.5,2.65E+14,1.04E+15
1.5,2.65E+14,1.03E+15
1.5,2.66E+14,1.01E+15
1.5,2.66E+14,9.92E+14
1.5,2.67E+14,9.75E+14
1.5,2.67E+14,9.59E+14
1.5,2.68E+14,9.44E+14
1.5,2.68E+14,9.28E+14
1.5,2.69E+14,9.13E+14
1.5,2.69E+14,8.98E+14
1.5,2.70E+14,8.83E+14
1.5,2.70E+14,8.69E+14
1.5,2.70E+14,8.55E+14
1.5,2.71E+14,8.41E+14
1.5,2.71E+14,8.27E+14
1.5,2.72E+14,8.14E+14
1.5,2.72E+14,8.01E+14
1.5,2.72E+14,7.88E+14
1.5,2.73E+14,7.75E+14
1.5,2.73E+14,7.62E+14
1.5,2.74E+14,7.50E+14
1.5,2.74E+14,7.38E+14
1.5,2.74E+14,7.26E+14
1.5,2.75E+14,7.14E+14
1.5,2.75E+14,7.03E+14
1.5,2.75E+14,6.92E+14
1.5,2.76E+14,6.81E+14
1.5,2.76E+14,6.70E+14
1.5,2.76E+14,6.59E+14
1.5,2.77E+14,6.48E+14
1.5,2.77E+14,6.38E+14
1.5,2.77E+14,6.28E+14
1.5,2.78E+14,6.18E+14
1.5,2.78E+14,6.08E+14
1.5,2.78E+14,5.98E+14
1.5,2.79E+14,5.89E+14
1.5,2.79E+14,5.80E+14
1.5,2.79E+14,5.70E+14
1.5,2.80E+14,5.61E+14
1.5,2.80E+14,5.53E+14
1.5,2.80E+14,5.44E+14
1.5,2.80E+14,5.35E+14
1.5,2.81E+14,5.27E+14
1.5,2.81E+14,5.19E+14
1.5,2.81E+14,5.11E+14
1.5,2.81E+14,5.03E+14
